2020-04-01,Nevada,Lyon County,Hotel,4be061fa4c55b6517b6aeab7,Comfort Suites,1
2020-04-01,Nevada,Nye County,Gas Stations,4d6e8fe02e6ea09354971f50,Horizon Market,2
2020-04-01,Nevada,Carson City,Hardware Stores,4c393fcc2c8020a1b2788c00,Lowe's,1
2020-04-01,Nevada,Nye County,Travel & Transport,51045d78e4b0700e0fdf2c6d,"Welcome to Pahrump, NV",1
2020-04-01,Nevada,Nye County,Travel & Transport,4cf836f64464b60c531f5ff8,Terrible's Lakeside Casino and RV Resort,2
2020-04-01,Nevada,Clark County,Fitness Center,5733f538498e86693bdad10d,EOS Fitness Gym - Aliante,1
2020-04-01,Nevada,Clark County,Fitness Center,572a9cba498ebfc0265aceeb,The Body Lab,2
2020-04-01,Nevada,Clark County,Fitness Center,4b3f8a63f964a520b5a825e3,Xtreme Couture Mixed Martial Arts,3
2020-04-01,Nevada,Clark County,Fitness Center,4b0c958ef964a520a33f23e3,Las Vegas Athletic Club,4
2020-04-01,Nevada,Clark County,Fitness Center,4eb45d585c5c5a531f8e3dc4,Planet Fitness,5
2020-04-01,Nevada,Churchill County,Outdoors & Recreation,4c86aa9347cc224bcf94ab9f,Fallon RV Park Country Store,1
2020-04-01,Nevada,Elko County,Grocery,4bfb0cf8d0382d7f802ec90a,Khoury's marketplace,1
2020-04-01,Nevada,Elko County,Grocery,4bd0f0db41b9ef3bf136fbe5,Smith's,2
2020-04-01,Nevada,Elko County,Grocery,4bc505185e0ab71364dd45eb,Albertsons,3
2020-04-01,Nevada,Elko County,Grocery,50b62c987e276fa1c10a359b,Smith's,4
2020-04-01,Nevada,Lyon County,Food,4b8c1c1ff964a5207fbe32e3,Love's Travel Stop,1
2020-04-01,Nevada,Lyon County,Food,524fae3b498e94a40086da98,Denny's,2
2020-04-01,Nevada,Washoe County,Big Box Stores,4cb6819f56fca1cd89175718,Walmart Supercenter,1
2020-04-01,Nevada,Washoe County,Big Box Stores,4b610c65f964a520c4072ae3,Walmart Supercenter,2
2020-04-01,Nevada,Washoe County,Big Box Stores,4b818450f964a520ceab30e3,Walmart Supercenter,3
2020-04-01,Nevada,Washoe County,Big Box Stores,4a8ee317f964a520061320e3,Walmart Supercenter,4
2020-04-01,Nevada,Washoe County,Big Box Stores,4f4035ade4b0085fed37de34,Walmart Supercenter,5
2020-04-01,Nevada,Washoe County,Big Box Stores,4b6dc587f964a520598e2ce3,Target,6
2020-04-01,Nevada,Washoe County,Big Box Stores,4b85dd12f964a520d57631e3,Walmart Supercenter,7
2020-04-01,Nevada,Clark County,Alcohol,4bb20a84f964a520fdb33ce3,Nellis Class Six & Shoppette,1
2020-04-01,Nevada,Clark County,Alcohol,4bbb98273de8c9b6aaf699ad,Southern Wine & Spirits,2
2020-04-01,Nevada,Washoe County,Banks,4bc4b521b492d13ae86faa60,Wells Fargo,1
2020-04-01,Nevada,Washoe County,Office,4cbcaf2343ec6dcb7774b231,jcpenney Logistics Center,1
2020-04-01,Nevada,Carson City,Grocery,4bce42c0c564ef3b1f07eef0,Smith's,1
2020-04-01,Nevada,Carson City,Grocery,581aa62e52addb15ff8539dc,FoodMaxx,2
2020-04-01,Nevada,Clark County,Residences,4cec95e88604a1cd39cfedc0,Seven Hills,1
2020-04-01,Nevada,Clark County,Residences,5858f716b38b320b167c9f92,Calypso Apartments,2
2020-04-01,Nevada,Clark County,Residences,50411dd7e4b06a6d9e204214,Inspirada,3
2020-04-01,Nevada,Clark County,Residences,4ce06c71c4f6a35d87e8d56c,Southern Highlands,4
2020-04-01,Nevada,Clark County,Residences,51d6140c498e048f6488cff6,Public Housing,5
2020-04-01,Nevada,Clark County,Residences,596e402659fe5c3ad78d7a56,Reverence by Pulte Homes,6
2020-04-01,Nevada,Clark County,Residences,52413915498e9d82bba74234,Black Mountain Village,7
2020-04-01,Nevada,Clark County,Residences,51c11730498e4e6edb029c7e,Silverstone Ranch,8
2020-04-01,Nevada,Clark County,Residences,59d1aa6916fa04121188fc10,Elysian at Stonelake,9
2020-04-01,Nevada,Clark County,Residences,51765443e4b020b987eccaea,Summerlin/Las Vegas,10
2020-04-01,Nevada,Clark County,Residences,57d74f5c498e47efcf79786d,Sterling Ridge,11
2020-04-01,Nevada,Clark County,Residences,4de7390a1f6ed9a35eeb697b,Siegel Suits Boulder 1,12
2020-04-01,Nevada,Clark County,Office,501163e9e4b00c78e30758e7,Sky Las Vegas Highrise,1
2020-04-01,Nevada,Clark County,Office,4d5c3ab1fb186dcb1e49fd9a,CDW Western Distribution Center,2
2020-04-01,Nevada,Clark County,Office,589b5414005a0f04da4a6f77,Amazon DLV 1,3
2020-04-01,Nevada,Clark County,Office,4bccee018920b713ac0e9fdc,Creel Press Room,4
2020-04-01,Nevada,Clark County,Office,4bb0d2fdf964a52059603ce3,Las Vegas Review-Journal,5
2020-04-01,Nevada,Carson City,Food,4cb10be6aef16dcb0d76b654,Pizza Factory,1
2020-04-01,Nevada,Carson City,Big Box Stores,4ba95cfcf964a52019223ae3,Walmart Supercenter,1
2020-04-01,Nevada,Nye County,Hardware Stores,4b9bf624f964a520e93a36e3,The Home Depot,1
2020-04-01,Nevada,Nye County,Hardware Stores,5a02c0038c35dc33998c926b,Tractor Supply Co.,2
2020-04-01,Nevada,Washoe County,Gas Stations,5c5274db3731ee002c77ca5d,Maverik,1
2020-04-01,Nevada,Washoe County,Gas Stations,4bedd5052c082d7fd9922f42,Petro Stopping Center,2
2020-04-01,Nevada,Washoe County,Gas Stations,4d2bbe79467d6ea88403e395,Maverik #421,3
2020-04-01,Nevada,Washoe County,Gas Stations,4bde357ce75c0f47ed58c703,TravelCenters of America,4
2020-04-01,Nevada,Washoe County,Gas Stations,4bb6794e2ea19521c6bdab2f,Quik Stop,5
2020-04-01,Nevada,Washoe County,Gas Stations,515cb4a1e4b078ad35b25259,Maverik Adventures First Stop,6
2020-04-01,Nevada,Humboldt County,Airport,4c3e35a583a3a59301c3ed33,Winnemucca Municipal Airport,1
2020-04-01,Nevada,Lyon County,Shops & Services,5d4669808eacc70008423183,Silver State Relief,1
2020-04-01,Nevada,Mineral County,Gas Stations,59a3499801559a1d99121c4b,Golden Gate Petroleum,1
2020-04-01,Nevada,Washoe County,Drug Store,551c1116498e6d869618165e,Walmart Pharmacy,1
2020-04-01,Nevada,Washoe County,Grocery,4dc04b6c93a0b5a15628d942,Smith's,1
2020-04-01,Nevada,Washoe County,Grocery,4b6f25ecf964a52056e02ce3,Smith's,2
2020-04-01,Nevada,Washoe County,Grocery,4b5a5b3df964a520a3bf28e3,Safeway,3
2020-04-01,Nevada,Washoe County,Grocery,4a8ef456f964a520541320e3,Whole Foods Market,4
2020-04-01,Nevada,Washoe County,Grocery,4b74699ff964a520fbda2de3,WinCo Foods,5
2020-04-01,Nevada,Washoe County,Grocery,4b64bf8bf964a52006cd2ae3,Raley’s,6
2020-04-01,Nevada,Washoe County,Grocery,4b451cbef964a5200f0526e3,Raley’s,7
2020-04-01,Nevada,Washoe County,Grocery,4b7362aff964a520ddab2de3,Safeway,8
2020-04-01,Nevada,Washoe County,Grocery,4b552c22f964a520aadd27e3,Save Mart,9
2020-04-01,Nevada,Washoe County,Grocery,4ee66e031e179781ac642550,Save Mart,10
2020-04-01,Nevada,Washoe County,Grocery,5b21e1bc0a464d0039ebb3ad,Sprouts Farmers Market,11
2020-04-01,Nevada,Washoe County,Grocery,520fbd0611d263ad13b09660,Raley's,12
2020-04-01,Nevada,Clark County,Food,4bdf2013ffdec928f1cbeaa1,Love's Travel Stop,1
2020-04-01,Nevada,Clark County,Food,4c4a367a959220a141cbca0d,Starbucks,2
2020-04-01,Nevada,Clark County,Food,4bfe9b44b68d0f475271ea57,Starbucks,3
2020-04-01,Nevada,Clark County,Food,51ccce83498e1906802f8a3b,Costco Food Court,4
2020-04-01,Nevada,Clark County,Food,4c7ff89cdc018cfadd55b86c,Costco Food Court,5
2020-04-01,Nevada,Clark County,Food,4b4f7de4f964a520b40827e3,168 Market,6
2020-04-01,Nevada,Clark County,Food,550b2d01498e8684e67bfc3b,Raising Cane's Chicken Fingers,7
2020-04-01,Nevada,Clark County,Food,56e0aac8498e11f24fd5a95f,Tacos El Gordo,8
2020-04-01,Nevada,Clark County,Food,4bbd1bb1a8cf76b0846db1fd,Roberto's Taco Shop,9
2020-04-01,Nevada,Clark County,Food,4c154e3fa9c220a124f6589d,In-N-Out Burger,10
2020-04-01,Nevada,Clark County,Food,4e581129b9935d203d02da96,Panaderia Salvadorena,11
2020-04-01,Nevada,Clark County,Food,4d83b1f85ad3a0930564c0fd,Marios Westside Market,12
2020-04-01,Nevada,Clark County,Food,5965b8500d8a0f4a1ebc3422,Starbucks,13
2020-04-01,Nevada,Clark County,Food,50299731e4b067b360247a8d,Popeyes Louisiana Kitchen,14
2020-04-01,Nevada,Clark County,Food,5b2c46e9054e29002cb92f97,Dutch Bros Coffee,15
2020-04-01,Nevada,Clark County,Food,4f2ae12de4b0ba94886cf1b9,Oasis Restaurant,16
2020-04-01,Nevada,Clark County,Food,5bedb45a182223003257c31e,Starbucks,17
2020-04-01,Nevada,Clark County,Food,4bc1fc4babf49521f0b7c193,The Marketplace @ HGV Vegas Strip,18
2020-04-01,Nevada,Clark County,Food,4bbbd6573de8c9b6e1599aad,Starbucks,19
2020-04-01,Nevada,Clark County,Food,4b81e847f964a52085c330e3,Roberto's Taco Shop,20
2020-04-01,Nevada,Clark County,Food,4a7cf1ccf964a5201fee1fe3,In-N-Out Burger,21
2020-04-01,Nevada,Clark County,Food,5497e05b498e25109b8e4a27,Capriotti's Sandwich Shop,22
2020-04-01,Nevada,Clark County,Food,4b499b1ff964a520a37126e3,Hamburger Hut,23
2020-04-01,Nevada,Clark County,Food,4bd066ed462cb7132d3dd807,Roberto's Taco Shop,24
2020-04-01,Nevada,Clark County,Food,4b438979f964a520ace225e3,Dunkin',25
2020-04-01,Nevada,Clark County,Food,58ee398cd24332409c7762e8,Black Mountain Cafe,26
2020-04-01,Nevada,Clark County,Food,4e5378d61495a46b65b6db3c,Unilever,27
2020-04-01,Nevada,Clark County,Food,4b84aba0f964a5207b4031e3,Pepe's Tacos,28
2020-04-01,Nevada,Clark County,Food,4e63ce80ae60e9edf65742c9,La Choza,29
2020-04-01,Nevada,Clark County,Food,56fdda70498eb21fb5b7ae26,Raising Cane's Chicken Fingers,30
2020-04-01,Nevada,Clark County,Food,4c4898131ddec928c419a132,Cafeteria at Sunrise Hospital,31
2020-04-01,Nevada,Clark County,Food,4a7b988cf964a52084eb1fe3,Raising Cane's Chicken Fingers,32
2020-04-01,Nevada,Clark County,Food,4bcb513e68f976b0fed06083,KFC,33
2020-04-01,Nevada,Clark County,Food,4b72258bf964a52014712de3,Coffee Corner,34
2020-04-01,Nevada,Clark County,Food,4b3bf709f964a520607f25e3,In-N-Out Burger,35
2020-04-01,Nevada,Clark County,Food,4c4a495bc668e21e888864f8,Panda Express,36
2020-04-01,Nevada,Clark County,Food,557b651c498e133c295eb60f,Dutch Bros. Coffee,37
2020-04-01,Nevada,Clark County,Food,57b25373498e9704671dceb1,Starbucks,38
2020-04-01,Nevada,Clark County,Food,4fc9457cd4f24895b4467865,Starbucks,39
2020-04-01,Nevada,Washoe County,Arts & Entertainment,4b6cdddaf964a5202f5a2ce3,Western Village Inn & Casino,1
2020-04-01,Nevada,Washoe County,Arts & Entertainment,4b516113f964a520124c27e3,Coconut Bowl,2
2020-04-01,Nevada,Washoe County,Arts & Entertainment,4b71b5ecf964a520c5572de3,Tamarack Junction Casino,3
2020-04-01,Nevada,Clark County,Hardware Stores,4ade11c5f964a520d27221e3,The Home Depot,1
2020-04-01,Nevada,Clark County,Hardware Stores,4b3013f2f964a520a5f524e3,Lowe's,2
2020-04-01,Nevada,Clark County,Hardware Stores,4b2853dff964a520849224e3,Lowe's,3
2020-04-01,Nevada,Clark County,Hardware Stores,4c6525ad5e61d13a7e12bb85,Lowe's,4
2020-04-01,Nevada,Clark County,Hardware Stores,4bc0e05cabf49521ad10c093,The Home Depot,5
2020-04-01,Nevada,Clark County,Hardware Stores,4a70ca92f964a52070d81fe3,The Home Depot,6
2020-04-01,Nevada,Clark County,Hardware Stores,4b57f652f964a520684728e3,Lowe's,7
2020-04-01,Nevada,Clark County,Hardware Stores,4b48d865f964a520ac5926e3,The Home Depot,8
2020-04-01,Nevada,Clark County,Hardware Stores,4b70c887f964a5207d2e2de3,Lowe's,9
2020-04-01,Nevada,Clark County,Hardware Stores,4b3fdf8cf964a52003b125e3,Lowe's,10
2020-04-01,Nevada,Clark County,Hardware Stores,4b76018ef964a52005362ee3,The Home Depot,11
2020-04-01,Nevada,Clark County,Hardware Stores,4ab58b9bf964a520477520e3,Lowe's,12
2020-04-01,Nevada,Clark County,Hardware Stores,4b36f364f964a520843e25e3,The Home Depot,13
2020-04-01,Nevada,Clark County,Hardware Stores,4ab6d768f964a520437920e3,The Home Depot,14
2020-04-01,Nevada,Clark County,Hardware Stores,4c5e23fad25320a1b23cc87a,Lowe's,15
2020-04-01,Nevada,Clark County,Hardware Stores,4b8ad3b3f964a520b98332e3,Lowe's,16
2020-04-01,Nevada,Clark County,Hardware Stores,4b4d0d0af964a5203cc926e3,The Home Depot,17
2020-04-01,Nevada,Clark County,Hardware Stores,4b60d301f964a520b9fb29e3,The Home Depot,18
2020-04-01,Nevada,Clark County,Hardware Stores,4c0c606a7189c9286481d5b6,The Home Depot,19
2020-04-01,Nevada,Clark County,Hardware Stores,4bb7c4233db7b7137c86209a,Lowe's,20
2020-04-01,Nevada,Clark County,Hardware Stores,4c6e9165a437224b022b30b1,Lowe's,21
2020-04-01,Nevada,Clark County,Hardware Stores,4ba1a53af964a5208fc537e3,The Home Depot,22
2020-04-01,Nevada,Clark County,Hardware Stores,4bbe6f1db083a5937e0ba2e9,Lowe's,23
2020-04-01,Nevada,Clark County,Hardware Stores,4bf048e451f2c9b6e972f192,Harbor Freight Tools,24
2020-04-01,Nevada,Clark County,Hardware Stores,4f2d8913e4b059914f2775fd,Harbor Freight Tools,25
2020-04-01,Nevada,Clark County,Hardware Stores,4bf44bb2706e20a1b42ca998,The Home Depot,26
2020-04-01,Nevada,Carson City,Shops & Services,4b520a90f964a520676327e3,Costco,1
2020-04-01,Nevada,Clark County,Hotel,4a33aec1f964a520369b1fe3,Hilton Grand Vacations on the Boulevard,1
2020-04-01,Nevada,Clark County,Hotel,49de9a63f964a52088601fe3,Encore at Wynn Las Vegas,2
2020-04-01,Nevada,Clark County,Hotel,4ed3e61893ad987b511c6f70,Holiday Inn Club Vacations Las Vegas - Desert Club Resort,3
2020-04-01,Nevada,Clark County,Hotel,4cab9c10d250bfb7c390ca63,Motel 6,4
2020-04-01,Nevada,Clark County,Hotel,4bc418d5dce4eee1d3ef719d,Hitchin' Post RV Park & Motel,5
2020-04-01,Nevada,Clark County,Hotel,59377be78173cb2c75e99da7,The Plaza - South Tower,6
2020-04-01,Nevada,Clark County,Hotel,53015bdb498e01f895db5094,Sunset Station Hotel,7
2020-04-01,Nevada,Clark County,Hotel,4bd1a8b15e0cce72c5cba184,Best Western Main Street Inn,8
2020-04-01,Nevada,Clark County,Hotel,4cae000600509521ba830e50,Siegel Suites Tropicana,9
2020-04-01,Nevada,Clark County,Hotel,5168dd3fe4b06fb5a5e85918,Venetian Venezia Tower Suites,10
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4c6e905165eda09337bb51d0,McDonald's,1
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4c62e42b69a1c9b6c2c139a4,McDonald's,2
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4d490ff97d36f04d77a00de5,McDonald's,3
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4cad7c5c55238cfa1419b2fb,McDonald's,4
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4d97332fa2c65481e02ad253,McDonald's,5
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4b82a449f964a52019dc30e3,Jack in the Box,6
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4e4e1618bd4101d0d7a1dcb9,McDonald's,7
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4b33e0a8f964a5201a2125e3,McDonald's,8
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4b2fd281f964a5209ef024e3,McDonald's,9
2020-04-01,Nevada,Clark County,Fast Food Restaurants,5bede4269cadd9002c3fdf8b,Chick-fil-A,10
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4b08e92ff964a520511323e3,Taco Bell,11
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4ae37e2df964a520cc9521e3,In-N-Out Burger,12
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4bec53879a7bd13ada308868,McDonald's,13
2020-04-01,Nevada,Clark County,Fast Food Restaurants,58cab383966e55657504045e,Chick-fil-A,14
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4b2ee8a4f964a52028e824e3,McDonald's,15
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4b38e00bf964a5207a5125e3,McDonald's,16
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4b878a37f964a52058c231e3,McDonald's,17
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4b6d0325f964a520f2622ce3,McDonald's,18
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4bafce88f964a52053223ce3,McDonald's,19
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4b663843f964a52085192be3,Sonic Drive-In,20
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4c5c4c719b28d13a33625670,McDonald's,21
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4b9ee63ef964a520750937e3,McDonald's,22
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4b9ae1d6f964a52029df35e3,Del Taco,23
2020-04-01,Nevada,Clark County,Fast Food Restaurants,5877f2862868046f432c2573,Chick-fil-A,24
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4b78a222f964a52020db2ee3,McDonald's,25
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4ced8d9de5569eb062b2b55d,Checkers,26
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4bf1b6a4d39ad13a7990aa0e,Jack in the Box,27
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4c26a9cd905a0f47bac26360,McDonald's,28
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4b8c43b8f964a52051c732e3,Del Taco,29
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4c98f2882778224b2597a868,McDonald's,30
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4b6f8376f964a520d2f32ce3,McDonald's,31
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4bb2c22742959c74914e212c,Jack in the Box,32
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4aec932af964a520e9c821e3,In-N-Out Burger,33
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4b560d4af964a520f1fd27e3,McDonald's,34
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4c56e6196418a5934a107e0e,McDonald's,35
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4c741879c219224b19e19e28,McDonald's,36
2020-04-01,Nevada,Clark County,Fast Food Restaurants,4bc88cc115a7ef3bd5477bda,McDonald's,37
2020-04-01,Nevada,Clark County,Fast Food Restaurants,5a69849c81635b3e220f7b5a,Taco Bell,38
2020-04-01,Nevada,Clark County,Discount Stores,4b182f60f964a52080ce23e3,99 Cents Only Stores,1
2020-04-01,Nevada,Clark County,Discount Stores,5186da44498ef53a167e7f65,Dollar General,2
2020-04-01,Nevada,Clark County,Discount Stores,577c2a80498eb39e4eed3e6a,99 Cents Only Stores,3
2020-04-01,Nevada,Clark County,Discount Stores,57758fed38fad7362cbb0259,99 Cents Only Stores,4
2020-04-01,Nevada,Clark County,Discount Stores,577c2b35498e123db29ce1c5,99 Cents Only Stores,5
2020-04-01,Nevada,Clark County,Discount Stores,57783067498e1c78edc2582b,99 Cents Only Stores,6
2020-04-01,Nevada,Clark County,Discount Stores,577ad242498ed6f1066924b7,99 Cents Only Stores,7
2020-04-01,Nevada,Clark County,Discount Stores,4c9fa5727c096dcb0365e0d1,Dollar Tree,8
2020-04-01,Nevada,Clark County,Discount Stores,587d5a8633a2457a3d0a8e60,Dollar Tree,9
2020-04-01,Nevada,Clark County,Discount Stores,577fe553cd10dbfdbaea695c,99 Cents Only Stores,10
2020-04-01,Nevada,Clark County,Discount Stores,4e0155bfaeb76b610987dfe1,99 Cents Only Stores,11
2020-04-01,Nevada,Clark County,Discount Stores,4b805067f964a5201d6730e3,Dollar Tree,12
2020-04-01,Nevada,Clark County,Discount Stores,564ba90a498e7b85f28f720e,Dollar Tree,13
2020-04-01,Nevada,Clark County,Discount Stores,4c1f9276fcf8c9b672d6ae0b,99 Cents Only Stores,14
2020-04-01,Nevada,Clark County,Discount Stores,5776de1c498ee0caf09e8a7b,99 Cents Only Stores,15
2020-04-01,Nevada,Clark County,Discount Stores,4fd7b78c0e1dbab2f37ff62b,Family Dollar,16
2020-04-01,Nevada,Clark County,Discount Stores,51c79b96498e2a0627776353,99 Cents Only Stores,17
2020-04-01,Nevada,Clark County,Discount Stores,5776dfac498eae71f0827e1f,99 Cents Only Stores,18
2020-04-01,Nevada,Douglas County,Grocery,4bf16d8aa09076b027dc29d4,Smith's,1
2020-04-01,Nevada,White Pine County,Grocery,4b808ba8f964a520b67b30e3,Ridley Family Market,1
2020-04-01,Nevada,Churchill County,Shops & Services,4bf82af75ec320a1274788d3,Big R Store,1
2020-04-01,Nevada,Lyon County,Grocery,4ba6a66bf964a5201f6639e3,Smith's,1
2020-04-01,Nevada,Lyon County,Grocery,5bce3637286fda002c8a6d9b,Raley’s,2
2020-04-01,Nevada,Carson City,Colleges & Universities,4c6dcf5bd5c3a1cd69b9c62b,Western Nevada College,1
2020-04-01,Nevada,Clark County,Government,4e388621fa763bfcc36553b2,Clark County Department of Aviation,1
2020-04-01,Nevada,Clark County,Government,4d07d3c21de3b60c7e4d8d15,Las Vegas Metropolitan Police Department South Central Area Command,2
